1777,2
1778,0
1779,0
1780,1
1781,2
1783,0
1261,0
1784,1
177,3
273,2
1788,2
1789,1
1790,1
1791,0
1792,2
1793,2
1794,0
1795,0
178,2
1797,1
1798,3
1799,1
1800,1
1801,3
1802,2
276,3
1805,0
1806,4
1807,0
1808,2
1810,0
1264,2
1811,4
1812,1
121,0
1813,2
1815,0
1816,0
181,1
1817,1
1818,1
1819,0
1265,2
1820,0
278,0
1823,2
1824,2
1826,0
182,3
1827,0
1828,0
1266,2
2172,2
279,0
1829,0
1830,1
1831,0
1832,3
1833,4
1834,2
19,0
183,2
280,2
1267,2
1838,0
1841,3
1842,0
1845,2
1846,2
282,3
184,2
1849,4
1850,0
1851,0
1852,4
1854,2
28,0
1856,3
116,0
1857,0
185,0
1858,0
1859,0
1860,2
1861,0
1862,2
285,2
1863,1
1864,1
1865,1
1212,0
1269,4
1866,4
1873,0
1874,2
286,1
1875,1
1876,2
1877,0
1878,0
1880,1
1881,0
1882,2
187,0
287,4
1885,2
1886,0
1887,0
1888,1
1889,2
1890,1
1891,0
1892,3
288,0
1893,0
188,1
1895,2
1897,0
1898,1
1900,0
1901,2
1902,2
1903,2
1904,3
189,1
1905,2
1906,1
1907,4
1908,2
1274,2
1909,0
1312,3
1911,0
1912,4
1913,0
1914,0
190,3
1915,1
1916,0
1917,1
2173,0
1919,2
1920,3
1921,4
1922,3
1923,3
191,1
1925,4
1926,0
294,1
1927,0
1928,2
1929,3
1930,0
1931,0
1932,1
1933,0
1934,2
192,0
1935,2
1936,0
1937,0
1938,0
1939,2
1940,0
1941,2
1942,3
297,1
1944,0
20,0
193,0
1945,4
1946,0
1947,0
1949,0
1950,1
298,1
1951,1
1952,3
1953,0
1281,2
1954,1
194,0
1955,2
1956,0
1958,0
29,4
1959,1
1961,1
1962,3
1213,0
1963,2
1964,1
195,2
1965,1
299,1
1966,1
1969,2
1971,1
1972,1
1973,1
1974,0
1282,3
1976,2
1978,1
300,2
1979,2
1981,2
1982,2
1983,1
1984,2
1985,0
1283,1
1986,0
1987,2
1988,0
1989,4
197,4
1990,1
1992,0
1993,4
1995,0
306,3
1996,0
1997,1
1998,1
1999,1
198,2
2000,4
2002,0
2003,0
1285,1
1313,1
2004,0
2005,1
2006,0
2007,3
2008,1
2009,0
199,2
2010,1
2011,3
2012,0
307,0
1286,1
2013,3
2014,2
2015,2
2017,0
2018,0
200,1
2020,1
308,1
2021,4
2022,0
2023,0
2024,1
2025,1
2026,2
2027,2
2028,4
2029,1
201,1
2030,0
1288,1
2031,4
2032,0
2033,2
2034,0
2035,3
2036,1
2037,0
312,0
202,0
1289,0
2041,1
2042,1
2043,0
2044,3
2045,3
2048,2
2049,4
2050,1
1290,2
21,3
203,4
2053,0
2054,1
2055,0
2056,0
2057,1
2059,1
1214,1
1291,0
204,1
30,0
2063,0
2064,1
2065,0
2067,0
2068,1
2069,0
2071,4
316,2
2072,3
205,4
2074,1
2075,2
2076,0
2077,2
2088,0
318,3
2089,4
2090,0
206,2
2093,0
2094,0
2095,1
2096,1
2174,0
319,0
2099,0
2100,1
2101,0
207,3
2102,1
2104,1
2105,1
1314,0
2106,0
2107,0
2109,2
2110,1
2111,1
208,1
2112,0
2113,1
2114,0
2115,4
2116,2
2117,1
2118,1
2119,3
2120,1
209,1
321,2
2122,1
2124,1
1296,0
2126,1
2127,0
2128,2
2129,1
2130,0
2131,3
322,4
2133,1
210,3
2134,0
1297,2
2136,1
2138,2
2139,2
2140,0
323,2
2141,0
2142,1
2143,1
1298,1
2144,0
2145,0
2146,1
2147,3
2148,2
324,1
2150,3
2151,1
2152,1
2153,4
212,3
2156,1
325,4
2157,1
2158,4
2159,2
2160,0
2162,1
326,2
31,3
2175,1
327,2
328,0
329,2
330,1
331,2
333,0
334,4
335,1
2176,0
340,1
345,3
346,0
347,4
348,0
2177,0
349,1
350,3
351,3
4,0
33,0
353,0
354,0
355,0
2178,3
356,1
358,3
359,3
360,1
362,3
363,1
34,1
364,2
2179,0
365,0
371,2
374,4
377,0
1320,1
379,2
381,1
35,4
383,4
385,3
386,1
388,3
390,0
391,1
392,0
1321,0
393,2
2180,2
394,3
395,0
36,3
396,3
400,4
402,3
404,2
1322,2
2181,0
405,3
408,0
409,2
410,3
411,3
412,3
413,2
2182,1
122,0
414,1
416,0
419,4
420,0
38,0
422,2
423,1
2183,0
1323,1
426,3
427,3
428,0
429,3
430,3
39,0
432,2
215,3
436,4
437,0
439,3
440,0
441,3
442,2
2184,2
40,2
443,1
445,2
447,1
450,2
451,0
453,1
455,4
457,2
2185,3
462,1
463,2
466,2
468,0
469,2
470,0
2186,4
471,2
472,1
473,3
474,3
42,0
1218,3
1327,0
475,1
476,1
2193,1
480,4
481,2
482,1
483,0
485,4
1328,0
43,0
2194,0
487,0
488,4
489,4
490,0
492,2
494,1
495,4
1329,0
499,0
1302,2
500,1
501,1
502,2
503,3
504,0
506,1
507,3
509,2
1330,0
511,4
45,2
515,0
516,2
517,3
519,2
2197,3
523,0
524,3
525,3
46,2
527,4
529,0
531,0
532,3
1332,0
533,3
534,2
535,0
537,3
538,1
47,0
2163,1
544,2
545,0
123,3
547,1
548,2
549,4
551,2
552,3
553,4
48,3
2200,1
554,3
556,0
557,2
558,1
560,0
561,1
563,3
216,0
49,2
566,2
570,3
1335,2
571,2
572,1
573,0
575,0
578,3
2201,2
582,0
584,0
586,3
587,0
588,1
2202,0
590,3
591,3
592,1
594,2
51,0
110,1
1337,1
598,0
599,3
2203,2
601,2
603,3
604,1
605,1
606,4
607,3
1338,3
53,1
2204,0
610,2
613,2
614,2
615,1
618,0
620,0
621,3
622,0
1339,1
1303,0
623,2
6,2
54,1
625,3
626,2
628,0
629,1
630,2
2206,2
633,0
634,2
635,4
55,1
637,2
640,4
642,1
2207,1
643,0
1341,2
644,1
645,0
646,0
647,1
56,0
648,2
649,1
22,4
2208,4
651,0
652,1
1342,1
653,2
657,2
57,2
659,2
2209,4
662,2
1343,2
663,1
664,2
666,0
669,1
2210,0
58,1
670,3
673,3
125,2
674,1
675,3
676,1
677,1
679,0
680,3
681,0
59,1
682,0
683,0
1344,1
684,0
685,2
686,2
688,3
217,1
689,1
691,3
692,3
694,0
60,2
695,2
1345,2
696,0
698,2
700,3
2212,0
701,3
702,2
704,1
706,4
708,3
1219,1
1346,2
709,1
710,3
712,0
713,1
714,4
717,1
718,0
2214,0
723,1
724,2
726,2
727,0
728,0
1304,2
63,0
734,1
735,1
736,0
738,4
2215,2
1349,0
743,0
744,2
7,4
64,1
2216,2
750,2
751,1
1350,0
752,2
755,4
757,0
65,2
760,2
2217,1
761,0
762,1
1351,1
766,2
767,0
768,3
769,1
66,1
2218,2
771,0
772,2
773,1
776,2
779,0
2219,1
783,2
67,0
785,1
786,2
1353,2
788,0
789,0
790,0
791,1
792,3
68,0
796,2
126,4
799,2
800,3
2221,1
801,0
803,0
804,2
805,1
69,2
807,1
809,1
218,2
811,3
814,1
815,1
819,1
70,1
1220,0
1355,1
821,2
823,1
824,0
826,1
828,0
830,1
831,3
835,4
2223,1
1356,0
71,1
836,2
837,0
838,0
843,2
844,1
845,3
1305,1
846,4
1357,4
847,0
72,0
849,3
850,0
851,1
852,0
853,2
2164,0
854,0
856,4
859,0
860,0
861,0
862,3
863,2
865,1
866,0
1359,0
869,0
74,1
871,3
2226,0
872,2
873,1
874,4
1360,0
877,2
878,0
879,1
881,0
75,0
884,0
885,0
886,0
888,1
889,1
891,1
892,0
76,2
894,4
896,0
1362,0
899,0
900,2
901,2
2230,2
909,2
911,3
912,0
914,0
915,2
916,0
917,1
2231,1
920,0
921,2
922,2
78,3
924,0
127,1
926,2
2232,1
927,0
929,0
930,1
932,3
934,4
935,4
79,0
1221,0
219,1
1364,0
936,0
937,2
938,0
940,3
944,1
945,0
2233,1
946,3
1365,4
80,2
947,0
948,2
951,1
952,1
2165,1
954,0
955,1
1366,3
957,3
81,1
958,0
959,2
961,0
2234,0
963,1
964,2
1367,0
966,3
967,2
82,2
968,1
970,4
971,2
2235,0
972,0
973,0
974,0
975,1
1368,1
976,2
977,0
978,0
980,2
2236,4
983,1
984,0
986,0
987,4
991,1
992,0
2237,0
9,0
84,1
993,3
994,0
995,2
996,0
1370,0
997,2
998,0
1000,2
2238,0
1001,2
1002,1
1003,3
85,1
1004,1
1005,0
1006,0
1371,4
1007,0
1008,2
1009,1
1010,1
1011,3
1012,3
1013,1
86,4
1015,1
1372,0
1016,1
2240,1
1018,0
1019,2
1020,0
1030,1
1031,1
1032,1
1033,3
2241,0
1034,0
1036,4
1040,1
1041,1
1043,0
89,1
2242,1
1222,4
128,1
1045,0
1046,2
1047,0
1048,1
1049,1
1050,0
2166,0
220,1
1052,1
1053,0
1374,0
1054,0
1055,1
1056,3
1057,2
1060,0
1061,4
1062,1
1375,1
1064,2
91,1
1065,3
1066,3
1067,0
1068,1
2243,0
1070,2
1071,1
1073,2
1074,1
92,2
1075,2
1076,1
2244,2
1077,0
1078,1
1080,2
1377,1
1082,2
1083,1
1084,1
93,0
1086,1
1087,0
1088,2
1089,1
1090,2
1378,1
1091,0
1093,0
1094,0
94,0
1095,2
1098,0
1100,1
1379,1
1102,4
2247,1
1104,2
1105,3
10,0
96,1
1107,2
1108,2
1109,2
1380,0
1110,2
2248,2
1112,1
1113,1
1114,4
1115,1
1116,1
97,0
1118,2
1119,0
1120,1
1121,1
1124,1
1125,1
1127,1
98,2
1129,2
222,4
1382,4
1131,0
1132,0
1133,2
1134,2
1135,2
1136,1
1137,2
1138,2
